Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
2/13/22,1/1/20,2/12/22,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,5201,10367,
2/13/22,1/1/20,2/12/22,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,1,2,
2/13/22,1/1/20,2/12/22,By Total,,,United States,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,20102,37610,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,1509,2683,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,4120,6428,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,9891,15497,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,24044,37391,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,54520,85305,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,85903,133670,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,93198,142308,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,87201,132731,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,9,15,
2/13/22,1/1/20,2/12/22,By Total,,,United States,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,360395,556028,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,0-24,2892,2892,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,25-34,9865,9865,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,35-44,25159,25159,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,45-54,61079,61079,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,55-64,133250,133250,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,65-74,207421,207421,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,75-84,233050,233050,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,85+,233716,233716,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,Not stated,16,16,
2/13/22,1/1/20,2/12/22,By Total,,,United States,COVID-19,COVID-19,U071,All Ages,906448,906448,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,11,11,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,19,19,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,37,38,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,25,26,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,17,17,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,22,22,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,14,15,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,15,15,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,10,10,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,11,11,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,50,52,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,85,89,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,44,45,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,10,11,
